empresa,nota,avaliacoes
 Vasques & Cavinato ,"3,7", 6
 Swiss Park ,"4,1", 6
 Tecfil ,"4,6", 6
 Daitan Honda ,"3,8", 6
 Grupo Image ,"2,7", 6
 Ecovis Pemom ,"3,1", 6
 Luminae ,"3,4", 6
 Dias e Pamplona Advogados ,"3,1", 6
 Winover Call Center ,"2,5", 6
 JotaeMe Fitafer - Indústria de Metais ,"3,8", 6
 Maternidade Jesus José e Maria ,"3,8", 6
 Hospital Santa Virgínia ,"3,9", 6
 Rede CheckOK ,"2,4", 6
 SOLD Leilões Online ,"3,3", 6
 Leme Consultoria ,"4,2", 6
 Companhia das Letras ,"4,0", 6
 Compre Clicks ,"3,2", 6
 Shapeness ,"3,0", 6
 Felipe & Duarte Contadores Associados ,"3,5", 6
 Banco de Eventos ,"2,3", 6
 Cannon do Brasil ,"3,5", 6
 RCB investimentos ,"2,7", 6
 Schmillevitch Diagnósticos ,"2,9", 6
 Solvian Tecnologia ,"3,3", 6
 DMV Marketing Tech ,"1,7", 6
 Agência TUDO ,"3,1", 6
 Meira Fernandes ,"3,4", 6
 Rise Ventures ,"4,8", 6
 Bonsai UX ,"3,9", 6
 ABB no Brasil ,"3,5", 6
 Live University ,"3,4", 6
 e-thinkers ,"2,3", 6
 Contiar Ar Condicionado ,"4,0", 6
 Krona Maxxi ,"3,0", 6
 Supermercado da Praça ,"2,3", 6
 Smart Administradora de Condomínios ,"4,7", 6
 Guia de Motéis ,"3,7", 6
 Red House International School ,"3,5", 6
 Carrera Chevrolet ,"3,2", 6
 Jornal A Tribuna de Santos ,"4,2", 6
 4bio Medicamentos Especiais ,"4,5", 6
 Vix Logística ,"3,7", 91
 SC Johnson ,"3,6", 741
 Gran Coffee ,"2,5", 15
 Sogefi Group ,"3,6", 51
 Real Sociedade Portuguesa de Beneficência ,"3,3", 11
 X Supermercados ,"3,2", 10
 Pullmantur ,"3,5", 40
 Magic Feet ,"3,0", 12
 Okena Serviços Ambientais ,"3,8", 8
 Semcon ,"3,6", 76
 Leschaco ,"3,3", 18
 Vigzul ,"4,1", 10
 Márcia Mello ,"3,4", 9
 Amor aos Pedaços ,"2,7", 9
 Expresso Mirassol ,"3,5", 8
 ABN AMRO ,"3,7", 544
 Skanska ,"3,7", 205
 MS Celular ,"3,2", 22
 Authentic Feet ,"3,4", 14
 Mecatron ,"3,7", 12
 Agência New Momentum ,"3,8", 12
 Innova Property Management ,"3,5", 10
 Made In Brazil ,"2,9", 9
 Antix ,"3,3", 9
 Quatá Alimento ,"3,4", 8
 Life RH ,"2,7", 8
 Houghton Brasil ,"3,4", 8
 Ophthal Hospital Especializado ,"2,5", 7
 Arius Sistemas ,"3,8", 7
 Cobex ,"3,2", 6
 Transnovag Transportes ,"3,7", 6
 Toyo do Brasil ,"4,1", 6
 Manpower ,"4,3"," 4,2k"
 Cerner ,"3,5"," 3,9k"
 Grainger ,"3,5"," 2,1k"
 Bombardier ,"3,1"," 2,0k"
 KPIT Technologies ,"3,4"," 1,7k"
 SAS Institute ,"3,8"," 1,4k"
 Nestlé Purina ,"4,1"," 1,3k"
 Emirates ,"3,8"," 1,3k"
 The Church of Jesus Christ of Latter-day Saints ,"4,0", 764
 ACI Worldwide ,"3,4", 764
 Bosch ,"4,0", 750
 SDL ,"3,3", 703
 CAE ,"4,1", 699
 Nespresso ,"3,4", 673
 Polycom ,"3,4", 646
 GEP ,"3,9", 615
 Yazaki ,"3,3", 595
 Hyland ,"3,5", 499
 Compuware ,"3,8", 487
 Qlik ,"3,6", 454
 Wall Street English ,"3,4", 453
 TNS Global ,"3,3", 449
 Generali Group ,"3,4", 446
 Sun Pharma ,"3,4", 424
 Infinera ,"3,0", 408
 Ford Credit ,"3,3", 362
 Turner and Townsend ,"3,7", 348
 IFC ,"4,1", 339
 LSG Sky Chefs ,"3,0", 329
 Banrisul ,"4,2", 305
 FLEETCOR ,"2,8", 296
 Shiseido ,"3,0", 281
 Fluke Corporation ,"3,3", 262
 Toptal ,"3,9", 260
 Zydus Cadila ,"3,7", 252
 CJ Group ,"3,0", 249
 Berry Appleman & Leiden ,"3,2", 242
 BSI Group ,"3,1", 241
 Dnata ,"3,4", 226
 Ben & Jerry's ,"4,2", 222
 Husqvarna Group ,"3,2", 213
 Sofitel Hotels ,"3,7", 212
 Refinitiv ,"3,4", 208
 Resultados Digitais ,"4,3", 205
 Drogaria Araújo ,"3,4", 205
 West Pharmaceutical Services ,"3,0", 204
 General Cable ,"3,1", 204
 Euler Hermes ,"3,8", 187
 Mitsubishi Electric ,"3,0", 184
 Crown Holdings ,"3,4", 181
 Arkadin ,"3,8", 180
 McCann Health ,"3,6", 178
 TIMWETECH ,"4,0", 175
 Infobip ,"3,8", 165
 LORD Corporation ,"4,0", 162
 Granite ,"3,7", 160
 Safran Engineering ,"2,8", 155
 AVL ,"3,9", 152
 SYSTRA ,"3,6", 149
 The Renoir Group ,"3,7", 148
 IgnitionOne ,"3,0", 147
 Yara ,"3,7", 144
 GE Renewable Energy ,"3,5", 140
 Markem Imaje ,"2,7", 134
 Alltech ,"3,4", 132
 RM Telecom ,"3,0", 131
 HH Global ,"3,8", 127
 Grupo S2 Holding ,"3,6", 121
 Neoenergia ,"4,3", 120
 Critical Software ,"4,5", 119
 OSF Global Services ,"4,5", 118
 Royal Canin ,"3,4", 117
 The Marketing Store ,"3,4", 116
 Alstom Grid ,"4,0", 113
 IMI Precision Engineering ,"3,1", 113
 Bare International ,"3,3", 107
 voestalpine ,"3,2", 105
 Haitong International Securities Group ,"3,4", 96
 Vevo ,"3,0", 89
 Mstech ,"3,0", 87
 Valmet ,"3,6", 83
 Pitang Agile IT ,"4,0", 75
 Confederação Nacional da Indústria ,"4,0", 73
 Caramuru ,"3,8", 71
 Empresa Brasil de Comunicação ,"3,4", 70
 Maria Filó ,"3,4", 68
 AMcom Sistemas de Informação ,"3,8", 68
 ReSound ,"3,9", 67
 Iveco UK ,"3,2", 67
 KLB Group ,"3,5", 65
 Kraton ,"3,4", 65
 Bray International ,"3,5", 64
 Geap Saúde ,"4,2", 64
 Wacker Chemie ,"4,2", 63
 Iochpe-Maxion ,"3,8", 62
 Facchini ,"3,9", 61
 Phoenix Contact ,"3,9", 61
 Zinzane ,"2,8", 58
 Citrosuco ,"3,9", 56
 Government of the Federal District (Brazil) ,"3,9", 56
 Yaskawa Electric America ,"3,6", 55
 FiberHome ,"2,7", 54
 Resource ,"3,7", 54
 Rip Curl ,"3,8", 53
 Microcity ,"4,2", 51
 Rede La Salle ,"3,3", 51
 Sequoia (Brazil) ,"3,2", 48
 Grupo Provider ,"3,2", 47
 Grupo Rotoplas ,"3,8", 46
 TESLA ,"4,1", 45
 Litens Automotive Group ,"3,5", 44
 Elkem Silicones ,"3,8", 43
 Domínio Sistemas ,"3,7", 42
 Spraying Systems Company ,"3,7", 42
 Hunkar Technologies ,"3,4", 42
 RNP ,"4,0", 41
 Farm Rio ,"3,1", 41
 Tribunal Regional Eleitoral TRE ,"4,5", 40
 Bernhoeft ,"3,0", 40
 Miba ,"3,4", 39
 Ingeteam ,"3,4", 39
 Andrade e Maia Advogados ,"3,3", 37
 Licks Advogados ,"3,6", 36
 Borealis ,"3,3", 35
 Acument ,"2,6", 34
 Virtual Connection ,"3,4", 33
 Mundipagg Tecnologia em Pagamentos ,"4,1", 32
 Johnson Controls–Hitachi Air Conditioning ,"3,4", 32
 Ministerio do Trabalho e Emprego ,"3,3", 30
 Interroll ,"3,4", 29
 Italac ,"3,4", 29
 Denjud Refeições Coletivas ,"3,5", 29
 Rastrecall ,"3,3", 28
 Serilon Brasil ,"4,2", 27
 Magic Games ,"2,7", 26
 Grupo Pereira ,"3,1", 26
 Ometz Group ,"3,0", 26
 Hospital Santa Rita ,"3,8", 26
 NBS (Brasil) ,"3,5", 26
 Cortex Intelligence ,"3,4", 25
 Seara Agronegócios ,"3,5", 25
 Dânica Corporation ,"3,1", 24
 ADInstruments ,"3,6", 24
 Ivalis ,"2,9", 24
 Caixa Crescer ,"2,9", 23
 Mineração Taboca ,"3,4", 23
 Montele Elevadores ,"3,2", 22
 Italínea ,"3,3", 22
 Apsis Consultoria ,"3,3", 22
 Maksen ,"2,7", 22
" Castro, Barros, Sobral, Gomes Advogados ","3,4", 21
 GELITA ,"3,7", 21
 Distribuidora Automotiva ,"3,2", 21
 Advogado Trabalhista Autônomo ,"3,6", 21
 Baumer ,"2,7", 21
 Avista ,"3,1", 20
 Partage Shopping ,"2,9", 20
 S.C.A. Mobiliário Contemporâneo ,"3,4", 20
 SegurPRO ,"3,7", 20
 Heineken ,"3,9", 20
 Barrows ,"3,3", 20
 MAM ,"3,5", 20
 Vector ITC Group ,"3,0", 19
 Megawork ,"3,0", 19
 Linea Alimentos ,"3,8", 19
 Grupo Embracon ,"3,1", 19
 Vallée ,"3,9", 19
 Embrasil Segurança ,"4,0", 18
 Open Labs ,"3,8", 18
 Sumitomo Drive Technologies ,"3,3", 18
 Itaiquara Alimentos ,"2,8", 18
 Reydel Automotive ,"3,1", 17
 Droga Raia ,"3,5", 17
 Depyl Action ,"3,9", 17
 Yoki Alimentos ,"3,3", 17
 Mazzini Adminstração e Empreitas ,"3,8", 16
 Cooper Cooperativa de Consumo ,"4,0", 16
 DSCON Soluções Tecnológicas ,"3,2", 16
 Leya ,"2,9", 15
 Pöyry ,"3,6", 15
 Polynt Group ,"2,9", 15
 Celplan Technologies ,"4,0", 15
 Conselho Regional de Administração (CRA) ,"3,6", 15
 Colégio Santa Maria ,"3,5", 15
 Pellon & Associados Advocacia ,"3,3", 15
 Asperbras ,"3,8", 14
 Programa Institucional de Bolsas de Iniciação Científica (PIBIC) ,"4,3", 14
 Minalba Alimentos e Bebidas ,"3,5", 14
 Auto Reg ,"2,8", 14
 Consist ,"3,1", 14
 Alusa Engenharia ,"3,1", 13
 Estudos e Implementação de Sistemas Automáticos ,"3,7", 13
 Brasfond Group ,"3,0", 13
 Associação Brasileira de Normas Técnicas (ABNT) ,"3,4", 13
 Pronto Express Logística ,"3,0", 13
 Trix Tecnologia Inteligente ,"3,2", 13
 Internacional Marítima ,"3,1", 13
 Drogasil ,"3,6", 13
 SEG Automotive ,"4,0", 13
 Qualicorp ,"3,6", 12
 Bomix Indústria Embalagens ,"2,6", 12
 Delta Energia ,"3,8", 12
 Cantagalo General Grains (CGG Trading) ,"3,0", 12
 TV Igreja Universal ,"2,8", 12
 Patrícia Bonaldi ,"2,0", 12
 Bardahl Manufacturing ,"3,8", 12
 ESPM ,"4,2", 12
 CNEN ,"4,2", 12
 Votorantim Metais ,"3,7", 12
 Brasil Kirin ,"3,8", 12
 Siae Microelettronica ,"3,7", 11
 Fundunesp ,"3,9", 11
 Tpg Partners ,"3,6", 11
 NCT Informática ,"3,5", 11
 CCE ,"3,5", 11
 Centurion Segurança e Vigilância ,"3,3", 11
 Sanovo Greenpack ,"4,0", 11
 Hospital Irmã Dulce ,"4,0", 11
 MultiCrédito ,"3,7", 11
 Pobre Juan ,"3,1", 11
 GSP Loteamentos ,"2,4", 11
 IS Logística ,"4,1", 11
 Centerplex Cinemas ,"3,6", 11
 Synergia Consultoria Socioambiental ,"3,9", 11
 Lumiar Saúde ,"3,3", 11
 Tri-Star Serviços Aeroportuários ,"3,8", 11
 Grupo Rubaiyat ,"3,0", 11
 Artmaker ,"3,2", 11
 Isapa ,"3,9", 11
 SGR ,"3,2", 11
 Procuradoria Geral do Município ,"4,1", 10
 Colony ,"3,8", 10
 Kopenhagen ,"3,9", 10
 Embalatec ,"3,0", 10
 Hospfar ,"3,8", 10
 Superbom (Sucos) ,"3,1", 10
 Confidence Serviços ,"3,9", 10
 Fratex ,"2,7", 10
 Sobraer ,"2,9", 10
 Uniodonto ,"3,9", 10
" ""Sette Câmara, Corrêa e Bastos Advogados Associados"" ","2,7", 10
 Paola da Vinci ,"3,0", 10
 Comitê Paralímpico Brasileiro ,"3,4", 10
 Fotosfera ,"3,0", 10
 Allergisa ,"3,2", 10
 Beraca Ingredientes Naturais ,"3,4", 10
 M.Shimizu Electrical and Pneumatic ,"3,3", 10
 V2COM ,"3,2", 10
 TRT-2 ,"4,1", 10
 Farmina ,"2,2", 10
 Touch Tecnologia ,"4,2", 9
 Unitelco ,"3,6", 9
 Sucden ,"3,3", 9
 Up Language Consultants ,"3,4", 9
 Encalso Construções ,"3,3", 9
 Asscont Assessoria Contábil e Auditoria ,"3,5", 9
 Rhealeza ,"2,7", 9
 GHS Comércio Exterior ,"3,6", 9
 Grupo ServTec ,"3,6", 9
 WPS ,"3,5", 9
 Ismart ,"3,0", 9
 Bmart Brinquedos ,"3,4", 9
 Editora Ática ,"4,1", 9
 Construjá ,"4,1", 9
 Libercon Engenharia ,"3,8", 9
 Grupo Empório Saúde ,"3,9", 9
 ICC ,"3,6", 9
 Grupo CMOC ,"3,9", 9
 TLM Logística ,"3,3", 9
 Grupo Megabarre ,"3,3", 9
 Instrutherm ,"3,0", 9
 Videolar ,"3,0", 9
 Kings Sneakers ,"3,0", 9
 Sindicato dos Taxistas Autônomos de São Paulo ,"3,6", 9
 STB Superior Technologies Broadcasting ,"4,4", 9
 Genzyme do Brasil ,"3,9", 9
 Itrade Brasil ,"2,9", 9
 Beluga ,"3,6", 9
 JRD Logistica de Marketing ,"2,7", 9
 Principal Promotora ,"4,3", 9
 An Global ,"4,1", 9
 Bureau Translations ,"3,7", 9
 Tribunal de Justiça Santo André ,"4,1", 9
 inService Facility ,"4,7", 9
 Avon Cosméticos ,"3,8", 8
 GRC Solutions ,"3,1", 8
 SMC Brasil ,"3,3", 8
 Plano e Plano ,"4,9", 8
 Trigg ,"3,4", 8
 Seja Digital ,"4,7", 8
 Brainstorming Entretenimento ,"3,4", 8
 Colégio Amorim ,"2,5", 8
 On line Editora ,"2,1", 8
 VinhaSoft ,"3,4", 8
 Forcasa ,"4,2", 8
 Tyco Eletronics ,"3,6", 8
 Colégio Uirapuru ,"4,5", 8
 Dimen ,"2,4", 8
 Sacolão Saúde ,"3,2", 8
 Alinutri ,"2,9", 8
 Escola Panamericana ,"3,4", 8
 Ricardo Viveiros & Associados ,"3,2", 8
 Cecília Dale ,"2,4", 8
 UV.Line ,"3,6", 8
 Grupo Meltex ,"3,0", 8
 Instituto Moreira Salles ,"4,1", 8
 Praesum Contabilidade ,"3,3", 8
 Mascarello Advogados ,"4,0", 8
 Supermercado Negreiros ,"3,8", 8
 CCN Automação ,"3,8", 8
 Cetenco Engenharia ,"4,2", 8
 MKM ,"3,5", 8
 Ativa TS ,"2,9", 8
 Padaria Real ,"3,2", 8
 EP Engenharia do Processo ,"3,8", 8
 Irmandade da Santa Casa de Misericórdia de Santos ,"3,0", 8
 Instituto Adolfo Lutz ,"3,9", 8
 Ótica Golden Mix ,"3,2", 8
 gda.2 Comunicação ,"3,9", 8
 SRCOM ,"2,9", 8
 Delivery Direto ,"3,9", 8
 Cartórios.com.vc ,"3,6", 8
 Grupo RS Terceirização ,"2,9", 8
 Sense Eletrônica ,"2,9", 8
 MGITech ,"3,2", 8
 Puma ,"3,8", 8
 Arese Pharma ,"1,8", 8
 Textual ,"4,1", 8
 Deal4b ,"4,0", 8
 Taking ,"3,6", 8
 Efforts Profissionais Contabéis ,"3,4", 8
 Fillet ,"2,7", 8
 Fagor Ederlan Group ,"3,2", 8
 Consulting House ,"1,9", 8
 CTI Renato Archer ,"3,5", 8
 Surya Brasil ,"2,6", 8
 Tectoy ,"4,0", 8
 Prime Action Consulting ,"3,8", 7
 Timbro Trading ,"2,8", 7
 CSC BRASIL ,"4,0", 7
 COTIA ,"3,8", 7
 BR Partners Banco de Investimento ,"4,1", 7
 SWIM Worldwide ,"3,6", 7
 CETRUS ,"4,0", 7
 Polícia Militar do Estado de São Paulo ,"3,9", 7
 Columbia Integração ,"3,9", 7
 Agência 242 ,"3,2", 7
 StartIT ,"2,6", 7
 Santa Edwiges ,"2,6", 7
 Trabalhando.com ,"3,3", 7
 Kuka Produtos Infantis ,"3,4", 7
 Colégio Dimensão ,"4,1", 7
 Terraço Itália Restaurante ,"3,0", 7
 Magnamed ,"3,5", 7
 Bann Química ,"2,8", 7
 Ronaldo Martins Advogados ,"3,2", 7
 COOP Saúde ,"2,7", 7
 Agência Audaz ,"3,7", 7
 ABRAPEC Associação Brasileira de Pessoas com Cancêr ,"2,6", 7
 Iris Worldwide ,"3,8", 7
 PKO do Brasil ,"3,1", 7
 Lab Hormon ,"3,6", 7
 Contours Academia para Mulheres ,"2,8", 7
 Órigo Energia ,"3,9", 7
 Fundação Lemann ,"4,2", 7
 Team Creatif ,"3,0", 7
 OXX Educação ,"3,0", 7
 Odonto Empresas ,"3,9", 7
 Kekanto ,"3,7", 7
 Empresa Júnior Fundação Getúlio Vargas (EJFGV) ,"4,8", 7
 Empresa Brasileira de Engenharia em Infraestrutura (EBEI) ,"3,3", 7
 A. Dias Ar Condicionado ,"2,6", 7
 Prefeitura Municipal de Porto Feliz ,"4,1", 7
 ProCare ,"3,6", 7
 Grupo CTS ,"3,3", 7
 Wareline ,"3,8", 7
 Rentank ,"3,8", 7
 Shopping Pátio Higienópolis ,"4,0", 7
 Agritech Lavrale ,"3,4", 7
 Melhado e Advogados Associados ,"3,3", 7
 Drogaria Santa Suzana ,"3,1", 7
 Cartório de Registro de Imóveis de Diadema ,"3,7", 7
 Patrimônio Incorporadora ,"3,4", 7
 Sociedade Latino Americana de Coaching ,"2,3", 7
 Cartório Postal ,"2,7", 7
 Eletro Equip ,"3,3", 7
 WDC Networks ,"3,2", 7
 Fundação Centro Tecnológico de Hidráulica (FCTH) ,"4,1", 7
 Servnews ,"3,1", 7
 Suhai Seguros ,"3,4", 7
 LC administração de Restaurantes ,"3,7", 7
 BW Contabilidade ,"3,5", 7
 Companhia de Desenvolvimento Agrícola de São Paulo (CODASP) ,"3,6", 7
 SindusCon-SP ,"2,8", 7
 Colégio Fereguetti ,"3,1", 7
 Doccloud ,"2,3", 7
 Alpitel Brasil ,"3,7", 7
 Instituto de Responsabilidade Social Sírio-Libanês ,"3,1", 7
 Transjordano ,"3,7", 7
 Guarany ,"3,8", 7
 Aubrick Escola Bilingue ,"3,7", 7
 B.blend ,"3,0", 7
 Arcolimp ,"2,8", 7
 Edalco Construtora ,"4,5", 7
 Vifran Embalagens ,"2,1", 7
 Flix Media ,"3,6", 7
 Grupo Equipamed ,"3,3", 7
 Dr Hato Hospital Veterinário e Pet Shop ,"3,8", 7
 Livraria Livro Fácil ,"2,8", 7
 Niazitex ,"2,2", 7
 Tess Concept ,"3,6", 7
 Today Agência ,"3,7", 7
 BrasilTreina ,"3,5", 7
 GrupoLis ,"3,0", 7
 LEVEE ,"4,6", 7
 Cozil Equipamentos Industriais ,"3,8", 7
 Cris Barros ,"3,5", 7
 Kobber Alimentos ,"3,8", 7
 Atene Vistos ,"2,7", 7
 Temperart ,"3,3", 7
 Maxi Rubber ,"3,8", 7
 Bernardi & Schnapp Advogados ,"2,9", 7
 Casa das Cuecas ,"3,8", 7
 Marcyn ,"2,6", 7
 Biolabor ,"1,9", 7
 Porto Advogados ,"3,7", 7
 Home life ,"2,8", 7
 Siccob Cecresp ,"3,5", 7
 ViviTech ,"3,7", 7
 Construtora R. Yazbek ,"4,0", 7
 Espetinhos Mimi ,"2,0", 7
 Daxia ,"3,4", 7
 Upside Finance ,"4,0", 7
 Harpio ,"4,7", 7
 Full Time ,"4,5", 7
 ZX Ventures ,"4,3", 7
 Associação de Amigos do Autista ,"2,6", 7
 Avipa Avicultura ,"2,6", 7
 Vinhas e Redenschi Advogados ,"4,1", 7
 FideliZi! ,"4,6", 7
 Triibo ,"3,2", 7
 Bradesco S/A Corretora de Títulos e Valores Mobiliários ,"3,7", 7
 MindBe ,"3,0", 7
 Upscience ,"2,6", 7
 4Strategies Technology ,"3,4", 7
 Basement ,"4,9", 7
 Grupo Iv2 ,"3,9", 6
 Fagron Tech ,"4,8", 6
 Autarquia Hospitalar Municipal de São Paulo ,"2,5", 6
 Superarx ,"2,4", 6
 Libraport ,"4,3", 6
 Irmãos Boa ,"3,2", 6
 Studio Lorenzetti Marques ,"4,1", 6
 Multibenefícios GPA ,"3,5", 6
 Bela Tintas ,"3,1", 6
 UNIMED SOROCABA ,"4,0", 6
 Rcell Telecom ,"4,2", 6
 Jardim dos Pequenitos ,"3,2", 6
 RLM Assessoria Contábil e Empresarial ,"1,7", 6
 Mobensani ,"3,1", 6
 Club Administradora de Cartões de Crédito ,"2,9", 6
 Usimaza ,"3,5", 6
 Cryovac Brasil ,"3,4", 6
 Finamac ,"2,9", 6
 Franco Contabilidade ,"2,2", 6
 Sono Quality ,"2,8", 6
 Honda HPoint ,"2,9", 6
 Bexs Banco ,"3,3", 6
 Associação Brasileira de Engenharia Automotiva ,"3,8", 6
 A&S Technologies ,"2,7", 6
 Hrim Fundação Oswaldo Ramos ,"3,2", 6
 ID ,"4,0", 6
 Gvw Global Logistics ,"2,9", 6
 Mult-Connect ,"3,8", 6
 Instituto Suel Abujamra ,"2,6", 6
 Teixeira Ferreira e Serrano Advogados Associados ,"3,5", 6
 HBR Holding Brasil ,"3,4", 6
 IMI Interativa ,"4,0", 6
 Chromatox Laboratórios ,"4,0", 6
 Data Byte Formação Profissional Completa ,"2,4", 6
 Morumby Hotéis ,"4,2", 6
 Trimtec ,"2,7", 6
 Watanabe Assessoria Consultoria ,"3,3", 6
 Pretty Jet ,"2,2", 6
 Report Sustentabilidade ,"4,1", 6
 Nicom Materiais de Construção ,"3,2", 6
" ""Hospital e Maternidade Jesus, José e Maria"" ","3,4", 6
 Targetware informática ,"3,7", 6
 Rowa do Brasil ,"3,1", 6
 SBC Valorização de Resíduos ,"3,1", 6
 Seja Trainee ,"4,3", 6
 Grupo Piquetur ,"2,6", 6
 Anjos Ramos Advogados ,"4,7", 6
 PlayTv ,"2,5", 6
 Brasil Júnior ,"4,6", 6
 NTWR Netweaver ,"3,6", 6
 Moraes Velleda ,"3,1", 6
 Integral Trust ,"3,7", 6
 Elettromec ,"2,9", 6
 Tagcom ,"4,0", 6
 ARC Sinalizaçao ,"3,9", 6
 Argotechno ,"3,0", 6
 Alkes Contact ,"3,3", 6
 Controltec Gerenciamento de Obras ,"4,3", 6
 Ecolabor ,"2,5", 6
 SoftWillians ,"3,8", 6
 Regatta Náutica ,"3,4", 6
 Santa Casa da Misericórdia de Bragança Paulista ,"2,9", 6
 Moderna Sistemas ,"2,5", 6
 Maubertec Engenharia ,"3,4", 6
 Centro de Tratamento Bezerra de Menezes ,"3,2", 6
 Agência Cacau ,"3,4", 6
 KCMS ,"3,3", 6
 Vollup ,"3,8", 6
 Plásticos Eldorado ,"3,1", 6
 Instrutemp ,"3,4", 6
 Libbero ,"3,3", 6
 UZ Games ,"4,6", 6
 Sicoob Cecres ,"4,1", 6
 Global Study Intercâmbios ,"3,6", 6
 Hospital Universitário São Francisco de Assis (HUSF) ,"3,7", 6
 Brascin ,"2,1", 6
 Instituto Alana ,"3,1", 6
 ABRAMUS ,"3,7", 6
 Top Mind ,"2,6", 6
 Sther Cosméticos ,"2,7", 6
 Pixter ,"4,1", 6
 Semapi ,"3,3", 6
 DTLAW (Decoussau Tilkian Advogados) ,"1,9", 6
 E-HTL Viagens Online ,"2,9", 6
 Conselho de Arquitetura e Urbanismo de São Paulo (CAU/SP) ,"3,5", 6
 Soares Mendonça Supermercados ,"3,4", 6
 A Mais Brasil ,"1,9", 6
 MW Arquitetura ,"2,6", 6
 Mingrone Iluminação ,"3,6", 6
 John Richard (Brazil) ,"3,6", 6
 Sensormatic ,"3,7", 6
 Language in Life ,"3,3", 6
 Dal Ben Home Care ,"2,8", 6
 Decoridea Indrústria e Comércio ,"3,2", 6
 Colégio Cermac ,"2,8", 6
 Grupo BNS ,"3,1", 6
 Caltabiano ,"3,8", 6
 Prefeitura Municipal de Ibiuna ,"3,5", 6
 Eletrônica Santana ,"1,5", 6
 Buick Logística ,"3,7", 6
 Green Automóveis ,"2,8", 6
 Têxtil J. Serrano ,"4,3", 6
 Colégio Santa Amália ,"4,0", 6
 CMMM Sociedade de Advogados ,"3,7", 6
 Grupo Saúde e Vida ,"3,5", 6
 Phito Fórmulas ,"3,9", 6
 Natoon Jeans ,"2,5", 6
 Magma Têxteis ,"2,4", 6
 Sunnyvale Comércio e Representações ,"3,9", 6
 Grupo Servsul ,"2,2", 6
 Connectmed Crc Consultoria Administração ,"3,4", 6
 Tito ,"2,4", 6
 Hot Point ,"3,1", 6
 Baggio Advocacia ,"4,1", 6
 AD Digital ,"4,0", 6
 Grupo Destaque ,"3,4", 6
 Grupo Empresarial TB ,"4,0", 6
 EGT Engenharia ,"3,3", 6
 Casa Grande Hotel Resort & Spa ,"3,4", 6
 Wongtschowski & Zanotta Advogados ,"4,2", 6
 Magic City ,"4,3", 6
 Íntegra Medical Consultoria ,"2,8", 6
 iW Inglês Sem Enrolação ,"4,7", 6
 Techseal ,"3,0", 6
 Santil ,"2,5", 6
 Fortesec ,"3,0", 6
 Grupo Pró RH ,"2,4", 6
 Ccdi ,"3,7", 6
 Stroke (Brazil) ,"3,8", 6
 Padaria Sabina ,"3,7", 6
 Mosteiro de São Geraldo ,"3,9", 6
 i2GO ,"3,8", 6
 GoPoints ,"3,9", 6
 Cabesp ,"2,7", 6
 Colegio Brasília ,"3,4", 6
 Jeunesse ,"2,9", 6
 Calcgraf ,"3,3", 6
 Eko Solutions ,"3,7", 6
 Neopan Artigos Infantis ,"3,8", 6
 Cruzeiro Newmarc ,"3,7", 6
 Morelli Ortodontia ,"4,1", 6
 Escola Técnica Sequencial ,"3,1", 6
 Qconsulting ,"3,6", 6
 Vila Velha Seguros ,"3,9", 6
 Averbach Cobranças ,"2,5", 6
 Elefante Verde ,"4,0", 6
 Prefeitura Municipal de Cabreúva ,"2,6", 6
 Devanlay Ventures do Brasil ,"4,0", 6
" ""Rodrigues Barbosa, Mac Dowell De Figueiredo, Gasparian (RBMDF) Advogados"" ","3,2", 6
 Tennis Station ,"4,0", 6
 FitCard ,"3,8", 6
 Hamam Development ,"2,6", 6
 Instituto Mauá de Tecnologia ,"3,6", 6
 Control iD ,"3,7", 6
 Digital Work ,"3,7", 6
 Evolucional Educação ,"3,3", 6
 Driveway Brasil ,"3,9", 6
 Sopho Business Communications ,"3,7", 6
 Ramo Sistemas ,"4,0", 6
 Grupo BEM ,"3,1", 6
 Trust IT ,"4,0", 6
 New College Brasil ,"3,3", 6
 Conselho Regional de Psicologia SP ,"4,3", 6
 Docyousign ,"2,9", 6
 Ampla Educação Integral ,"3,3", 6
 DriveIT ,"2,1", 6
 Maxilabor Diagnósticos ,"3,1", 6
 CMK Global Service ,"3,1", 6
 WSI Consultoria ,"3,4", 6
 Solotrat Engenharia Geotécnica ,"4,0", 6
 Grupo Ferraz Veras ,"4,2", 6
 Indústrias Anhembi ,"3,4", 6
 Flex Interativa ,"2,0", 6
 Talenses ,"4,3", 6
 FM Sistemas de Impressão ,"2,2", 6
 Extera ,"4,2", 6
 FB4 Brands (Mr. Kitsch) ,"1,7", 6
 PEGPESE Hortifruti ,"2,7", 6
 Spartan do Brasil ,"3,5", 6
 Carbinox ,"4,1", 6
 Roveri Advogados ,"2,9", 6
 Planisa ,"3,3", 6
 MBS Seguros ,"3,4", 6
 Beauty'In ,"2,8", 6
 Hospital e Maternidade Jardins ,"3,0", 6
 Simulassão ,"3,2", 6
 Sindilojas SP ,"2,6", 6
 Newline Iluminação ,"4,5", 6
 MCM Brand Experience ,"3,5", 6
 Roboredo Advogados Assossiados ,"3,2", 6
 Agência Babel ,"3,4", 6
 Honda Estevão - Advogados ,"3,5", 6
 Vivo Sabor Alimentação ,"3,7", 6
 Grupo Hemera Contábil ,"4,0", 6
